Timestamp,Latitude,Longitude
2026-07-30 21:39:24.671871,21.577161208902,-87.629646101141
2026-07-30 21:39:31.848006,21.964235255853,-87.291309837808
2026-07-30 21:39:38.300529,22.253975196435,-87.036239820334
2026-07-30 21:39:44.683380,22.591378292353,-86.73720284517
2026-07-30 21:39:51.510316,22.88003380014,-86.479615344535
2026-07-30 21:39:58.770259,23.216146629248,-86.177587887919
2026-07-30 21:40:05.272260,23.551543600827,-85.873905483298
2026-07-30 21:40:11.643937,23.886209685485,-85.568536486659
2026-07-30 21:40:19.073594,24.22012964589,-85.261448970376
2026-07-30 21:40:26.074694,24.553288032159,-84.952610721362
2026-07-30 21:40:32.469998,24.885669177174,-84.641989239474
2026-07-30 21:40:38.673011,25.169935010639,-84.37429964318
2026-07-30 21:40:45.118278,25.453609908503,-84.105253221305
2026-07-30 21:40:51.397621,25.73668169965,-83.834830790155
2026-07-30 21:40:57.554051,26.066155679218,-83.517570935881
2026-07-30 21:41:04.646455,26.394777896831,-83.198375589699
2026-07-30 21:41:12.087998,26.675763565797,-82.923212967538
2026-07-30 21:41:18.638769,27.049398934882,-82.554041663323
2026-07-30 21:41:25.684152,27.37536307135,-82.228833977524
2026-07-30 21:41:41.608136,28.070732491493,-81.524932500786
2026-07-30 21:42:05.871905,29.219793059383,-80.329653168989
2026-07-30 21:42:12.363334,29.493650594323,-80.038522662517
2026-07-30 21:42:18.558830,29.812180012423,-79.696723479147
2026-07-30 21:42:26.599639,30.174908936572,-79.303219136552
2026-07-30 21:42:33.030438,30.446025682679,-79.006044460487
2026-07-30 21:42:40.502632,30.761301287693,-78.657089649741
2026-07-30 21:42:48.902569,31.164997977131,-78.20481313603
2026-07-30 21:42:56.584059,31.522241018775,-77.799309097956
2026-07-30 21:43:04.903014,31.877945932427,-77.390469803168
2026-07-30 21:43:14.468578,32.276234390342,-76.9264672865
2026-07-30 21:43:23.930377,32.672488939569,-76.458085669919
2026-07-30 21:43:31.774721,33.066657573434,-75.985245864051
2026-07-30 21:43:41.741738,33.50211801158,-75.454535451669
2026-07-30 21:43:51.767210,33.934876889602,-74.918097376306
2026-07-30 21:43:59.493170,34.236159376309,-74.539124910053
2026-07-30 21:44:09.146602,34.664159375811,-73.99268660894
2026-07-30 21:44:16.855042,35.004475369143,-73.55119395609
2026-07-30 21:44:24.093781,35.30070053033,-73.161669316342
2026-07-30 21:44:36.083662,35.763205056571,-72.543390949404
2026-07-30 21:44:42.945044,36.097225034426,-72.088919758182
2026-07-30 21:44:51.645552,36.429222692473,-71.630327346726
2026-07-30 21:44:58.618317,36.759158433857,-71.167551282243
2026-07-30 21:45:05.264997,37.005228326583,-70.817692659895
2026-07-30 21:45:27.183977,37.897064109504,-69.514052200296
2026-07-30 21:45:36.122830,38.257037804056,-68.971114199482
2026-07-30 21:45:44.413294,38.574561951852,-68.483709338067
2026-07-30 21:45:51.254659,38.850465575928,-68.053479838175
2026-07-30 21:46:01.107600,39.241423138945,-67.432716248239
2026-07-30 21:46:09.881728,39.590007717185,-66.867759044299
2026-07-30 21:46:18.258994,39.897196477611,-66.360520945432
2026-07-30 21:46:25.481883,40.163889471732,-65.912740184778
2026-07-30 21:46:38.693649,40.691264003776,-65.00597624691
2026-07-30 21:47:01.394337,41.503233447615,-63.55030184453
2026-07-30 21:47:10.588904,41.793235585703,-63.011471038769
2026-07-30 21:47:28.095816,42.435091112434,-61.780238275956
2026-07-30 21:47:40.439799,42.889202307713,-60.874540972822
2026-07-30 21:47:52.651552,43.335113846825,-59.95482765914
2026-07-30 21:48:05.568138,43.705835804548,-59.165543125192
2026-07-30 21:48:14.040157,44.004551627816,-58.512148839369
2026-07-30 21:48:22.680165,44.331487349925,-57.778065834537
2026-07-30 21:48:30.798251,44.557170339175,-57.259110171701
2026-07-30 21:48:41.702551,44.906426891871,-56.435086054315
2026-07-30 21:48:51.402031,45.218103594502,-55.676889793707
2026-07-30 21:48:59.224468,45.463362456098,-55.064085364208
2026-07-30 21:49:07.643538,45.674934879494,-54.523313360013
2026-07-30 21:49:24.082372,46.20569308572,-53.113144675378
2026-07-30 21:49:32.168049,46.435304826418,-52.477330568565
2026-07-30 21:49:48.337870,46.882600437926,-51.18897324612
2026-07-30 21:49:59.650725,47.127062476823,-50.454493274162
2026-07-30 21:50:15.824325,47.600122557724,-48.964548530474
2026-07-30 21:50:26.359644,47.878552759682,-48.040351637448
2026-07-30 21:50:35.973283,48.124481329089,-47.191267200357
2026-07-30 21:50:44.534791,48.316208759722,-46.505948532126
2026-07-30 21:50:52.132387,48.50340964733,-45.815305032194
2026-07-30 21:51:05.570584,48.819931508238,-44.594035076145
2026-07-30 21:51:12.168876,48.951199254713,-44.065776432977
2026-07-30 21:51:18.615626,49.100970770958,-43.445848083939
2026-07-30 21:51:27.712968,49.267639095176,-42.732638734338
2026-07-30 21:51:38.372759,49.48886609473,-41.743902447309
2026-07-30 21:51:48.829217,49.700759105035,-40.746025617419
2026-07-30 21:51:58.904931,49.885161815386,-39.831153550812
2026-07-30 21:52:06.944487,50.026966326701,-39.094109459875
2026-07-30 21:52:13.806194,50.146829045164,-38.445540067504
2026-07-30 21:52:20.688016,50.262718746069,-37.793642941306
2026-07-30 21:52:27.436014,50.374600177433,-37.138502047923
2026-07-30 21:52:34.217089,50.467282267916,-36.574436744437
2026-07-30 21:52:41.344987,50.571629128134,-35.913507052575
2026-07-30 21:52:48.776683,50.685855159746,-35.154511616091
2026-07-30 21:52:55.844278,50.781368418962,-34.487308605672
2026-07-30 21:53:03.646168,50.885417206172,-33.721406455347
2026-07-30 21:53:10.843004,50.971956385341,-33.048398321817
2026-07-30 21:53:17.842914,51.054262568897,-32.37285075868
2026-07-30 21:53:25.041851,51.132308646491,-31.694876211761
2026-07-30 21:53:49.682487,51.358438483213,-29.451613629128
2026-07-30 21:54:01.601352,51.465470972004,-28.174275222066
2026-07-30 21:54:10.014093,51.530690319382,-27.286537357582
2026-07-30 21:54:17.153858,51.576365441333,-26.594342550505
2026-07-30 21:54:24.195496,51.61760339111,-25.900780364793
2026-07-30 21:54:33.839143,51.664080720539,-25.007269550137
2026-07-30 21:54:41.979968,51.699194673625,-24.21156739232
